STATUS,MW,LogP,nHAcc,nHDon,acdAcidicPka,acdBasicPka,acdLogd,acdLogp,alogp,knownDrug,molecularFormula,molecularWeight,numRo5Violations,passesRuleOfThree,preferredCompoundName,rotatableBonds,smiles,species,stdInChiKey,synonyms,activity_comment,assay_chemblid,assay_description,assay_type,bioactivity_type,name_in_reference,operator,organism,parent_cmpd_chemblid,reference,target_chemblid,target_confidence,target_name,units,value,STATUS,SMILES_desalt,pIC50,chemblId
intermediate,285.274,3.7736,4,2,7.58,8.79,2.63,3.27,4.01,No,C16H12FNO3,285.27,0.0,No,,3.0,Oc1cc(CC=C)c2oc(nc2c1)c3ccc(O)c(F)c3,BASE,QLPFLKGQSIEHAE-UHFFFAOYSA-N,,Unspecified,CHEMBL829540,Inhibitory concentration against human ER alpha expressed in Escherichia coli was determined using [3H]17-beta-estradiol as radio ligand,B,IC50,114,=,Homo sapiens,CHEMBL189303,"J. Med. Chem., (2004) 47:21:5021",CHEMBL206,9,Estrogen receptor alpha,nM,1100.0,intermediate,C=CCc1cc(O)cc2nc(-c3ccc(O)c(F)c3)oc12,5.95860731484,CHEMBL189303
active,557.885,8.0903,4,2,10.16,,8.47,8.47,8.18,No,C34H55NO3S,557.87,2.0,No,,15.0,CCCCN(C)C(=O)CCCCCCCCCCS[C@@H]1Cc2cc(O)ccc2[C@H]3CC[C@]4(C)[C@@H](O)CC[C@H]4[C@H]13,NEUTRAL,ZESXPSUGWMXBGL-VYDMHLFTSA-N,,Unspecified,CHEMBL679325,Displacement of [3H]17-beta-estradiol from human Estrogen receptor alpha,B,IC50,12,=,Homo sapiens,CHEMBL1627354,"Bioorg. Med. Chem. Lett., (2000) 10:2:147",CHEMBL206,9,Estrogen receptor alpha,nM,9.0,active,CCCCN(C)C(=O)CCCCCCCCCCSC1Cc2cc(O)ccc2C2CCC3(C)C(O)CCC3C12,8.04575749056,CHEMBL1627354
active,569.082,6.8263,6,2,8.93,1.89,4.96,4.98,7.13,No,C32H25ClN2O4S,569.07,2.0,No,,5.0,Oc1ccc(cc1)c2sc3cc(O)ccc3c2C(=O)c4ccc(cc4)N5CCN(CC5)C(=O)c6cccc(Cl)c6,NEUTRAL,BDKWTFFBJKKPEK-UHFFFAOYSA-N,,Unspecified,CHEMBL833547,Inhibition of estrogen receptor alpha,B,IC50,2e,=,Homo sapiens,CHEMBL178665,"Bioorg. Med. Chem. Lett., (2005) 15:5:1505",CHEMBL206,9,Estrogen receptor alpha,nM,0.46,active,O=C(c1ccc(N2CCN(C(=O)c3cccc(Cl)c3)CC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,9.33724216832,CHEMBL178665
active,499.579,6.1748,6,2,9.72,5.64,4.59,4.6,5.86,No,C27H27F2NO4S,499.57,1.0,No,,6.0,Oc1ccc(cc1)[C@H]2Sc3cc(O)ccc3O[C@H]2c4ccc(OCCN5CCC(F)(F)CC5)cc4,NEUTRAL,CUYHFNHMFKPTRI-IZZNHLLZSA-N,,Unspecified,CHEMBL831072,Binding potency for human ER alpha,B,IC50,5,=,Homo sapiens,CHEMBL435696,"Bioorg. Med. Chem. Lett., (2004) 14:15:3865",CHEMBL206,9,Estrogen receptor alpha,nM,16.0,active,Oc1ccc(C2Sc3cc(O)ccc3OC2c2ccc(OCCN3CCC(F)(F)CC3)cc2)cc1,7.79588001734,CHEMBL435696
active,304.28,3.80046,4,2,5.41,,2.22,4.28,3.74,No,C18H9FN2O2,304.27,0.0,No,,1.0,Oc1ccc(cc1F)c2ccc3c(C#N)c(O)cc(C#N)c3c2,ACID,SIZISAONCQJXPH-UHFFFAOYSA-N,,Unspecified,CHEMBL831155,Inhibition of [3H]17-beta-estradiol binding to human estrogen receptor alpha expressed in Escherichia coli,B,IC50,64,=,Homo sapiens,CHEMBL371564,"J. Med. Chem., (2005) 48:12:3953",CHEMBL206,9,Estrogen receptor alpha,nM,877.0,active,N#Cc1cc(O)c(C#N)c2ccc(-c3ccc(O)c(F)c3)cc12,6.05700040663,CHEMBL371564
active,450.6,5.4778,4,3,4.41,,1.16,4.08,5.5,No,C27H30O4S,450.59,1.0,No,,4.0,C[C@]12CC[C@H]3[C@@H]([C@@H](Cc4cc(O)ccc34)Sc5ccc(\C=C\C(=O)O)cc5)[C@@H]1CC[C@@H]2O,ACID,YIZXBSNGLJKBHP-CWNSALFVSA-N,,Unspecified,CHEMBL679325,Displacement of [3H]17-beta-estradiol from human Estrogen receptor alpha,B,IC50,10,=,Homo sapiens,CHEMBL1628170,"Bioorg. Med. Chem. Lett., (2000) 10:2:147",CHEMBL206,9,Estrogen receptor alpha,nM,46.0,active,CC12CCC3c4ccc(O)cc4CC(Sc4ccc(C=CC(=O)O)cc4)C3C1CCC2O,7.33724216832,CHEMBL1628170
intermediate,261.664,3.5594,4,2,7.33,8.15,1.21,1.92,3.46,No,C13H8ClNO3,261.66,0.0,No,,1.0,Oc1ccc2oc(nc2c1)c3ccc(O)c(Cl)c3,NEUTRAL,XCJCSWQYKSCDIH-UHFFFAOYSA-N,,Unspecified,CHEMBL829540,Inhibitory concentration against human ER alpha expressed in Escherichia coli was determined using [3H]17-beta-estradiol as radio ligand,B,IC50,83,=,Homo sapiens,CHEMBL362349,"J. Med. Chem., (2004) 47:21:5021",CHEMBL206,9,Estrogen receptor alpha,nM,5280.0,intermediate,Oc1ccc2oc(-c3ccc(O)c(Cl)c3)nc2c1,5.27736607747,CHEMBL362349
active,405.969,6.5626,2,0,,9.6,3.7,5.85,6.48,Yes,C26H28ClNO,405.96,1.0,No,ENCLOMIPHENE,9.0,CCN(CC)CCOc1ccc(cc1)\C(=C(\Cl)/c2ccccc2)\c3ccccc3,BASE,GKIRPKYJQBWNGO-OCEACIFDSA-N,"CISCLOMIPHENE,Isomer B,Milophene,RMI 16,289,Serophene,CLOMIFENE,ENCLOMIFENE,ENCLOMIPHENE,ISOMER B,RMI-16289",Unspecified,CHEMBL1909145,DRUGMATRIX: Estrogen ERalpha radioligand binding (ligand: [3H] Estradiol),B,IC50,CLOMIPHENE,=,Homo sapiens,CHEMBL954,Unspecified,CHEMBL206,9,Estrogen receptor alpha,nM,4.564,active,CCN(CC)CCOc1ccc(C(=C(Cl)c2ccccc2)c2ccccc2)cc1,8.34065436425,CHEMBL954
active,517.691,7.0999,6,2,9.72,9.17,5.61,7.37,6.95,No,C31H35NO4S,517.68,2.0,No,,6.0,Oc1ccc(cc1)[C@H]2Sc3cc(O)ccc3O[C@H]2c4ccc(OCCN5CCC6(CCCC6)CC5)cc4,BASE,OFKDZZVBNLFIOZ-XZWHSSHBSA-N,,Unspecified,CHEMBL831071,Binding potency for human ER alpha,B,IC50,14,=,Homo sapiens,CHEMBL184974,"Bioorg. Med. Chem. Lett., (2004) 14:15:3861",CHEMBL206,9,Estrogen receptor alpha,nM,1.2,active,Oc1ccc(C2Sc3cc(O)ccc3OC2c2ccc(OCCN3CCC4(CCCC4)CC3)cc2)cc1,8.92081875395,CHEMBL184974
active,475.448,5.6334,4,3,9.98,,4.66,4.66,5.31,No,C24H27BrO3S,475.44,1.0,No,,2.0,C[C@]12CC[C@H]3[C@@H]([C@H](Sc4ccc(Br)cc4)C(O)c5cc(O)ccc35)[C@@H]1CC[C@@H]2O,NEUTRAL,XEKKTAYAEIHJEA-IFDMWSDSSA-N,,Unspecified,CHEMBL679325,Displacement of [3H]17-beta-estradiol from human Estrogen receptor alpha,B,IC50,20,=,Homo sapiens,CHEMBL1627353,"Bioorg. Med. Chem. Lett., (2000) 10:2:147",CHEMBL206,9,Estrogen receptor alpha,nM,397.0,active,CC12CCC3c4ccc(O)cc4C(O)C(Sc4ccc(Br)cc4)C3C1CCC2O,6.40120949324,CHEMBL1627353
active,271.247,3.6881,4,2,7.77,8.02,2.71,3.14,3.55,No,C15H10FNO3,271.24,0.0,No,,2.0,Oc1ccc(c(F)c1)c2oc3c(C=C)cc(O)cc3n2,NEUTRAL,UWLQDINNZOCWIX-UHFFFAOYSA-N,,Unspecified,CHEMBL829540,Inhibitory concentration against human ER alpha expressed in Escherichia coli was determined using [3H]17-beta-estradiol as radio ligand,B,IC50,123,=,Homo sapiens,CHEMBL188846,"J. Med. Chem., (2004) 47:21:5021",CHEMBL206,9,Estrogen receptor alpha,nM,227.0,active,C=Cc1cc(O)cc2nc(-c3ccc(O)cc3F)oc12,6.64397414281,CHEMBL188846
active,472.61,6.3334,6,2,9.72,8.62,4.93,6.17,6.82,No,C28H28N2O3S,472.6,1.0,No,,6.0,Oc1ccc2c(c1)sc3c4cc(O)ccc4n(Cc5ccc(OCCN6CCCCC6)cc5)c23,BASE,OQUMCAVRSPBTOY-UHFFFAOYSA-N,,Unspecified,CHEMBL829466,Inhibition of [3H]17-beta-estradiol binding to human estrogen receptor alpha,B,IC50,2b,=,Homo sapiens,CHEMBL196131,"Bioorg. Med. Chem. Lett., (2005) 15:11:2891",CHEMBL206,9,Estrogen receptor alpha,nM,2.84,active,Oc1ccc2c(c1)sc1c3cc(O)ccc3n(Cc3ccc(OCCN4CCCCC4)cc3)c21,8.54668165995,CHEMBL196131
intermediate,267.284,3.3216,4,2,8.55,5.81,3.05,3.14,3.46,No,C16H13NO3,267.28,0.0,No,,2.0,COc1cc(nc2ccc(O)cc12)c3ccc(O)cc3,NEUTRAL,IOTUBGYZUXLZPC-UHFFFAOYSA-N,,Unspecified,CHEMBL881884,Binding affinity for human Estrogen receptor alpha,B,IC50,14,=,Homo sapiens,CHEMBL372304,"Bioorg. Med. Chem. Lett., (2005) 15:20:4520",CHEMBL206,9,Estrogen receptor alpha,nM,6630.0,intermediate,COc1cc(-c2ccc(O)cc2)nc2ccc(O)cc12,5.1784864716,CHEMBL372304
active,266.296,3.9266,3,2,9.32,,3.98,3.99,3.76,No,C17H14O3,266.29,0.0,No,,2.0,COc1cc(O)ccc1c2ccc3cc(O)ccc3c2,NEUTRAL,TWSSGPRRAGPVKD-UHFFFAOYSA-N,,Unspecified,CHEMBL831155,Inhibition of [3H]17-beta-estradiol binding to human estrogen receptor alpha expressed in Escherichia coli,B,IC50,31,=,Homo sapiens,CHEMBL427180,"J. Med. Chem., (2005) 48:12:3953",CHEMBL206,9,Estrogen receptor alpha,nM,174.0,active,COc1cc(O)ccc1-c1ccc2cc(O)ccc2c1,6.75945075172,CHEMBL427180
active,334.144,4.2146,3,2,7.23,2.7,3.87,4.6,4.43,No,C15H9BrFNO2,334.14,0.0,No,,1.0,Oc1ccc2nc(cc(Br)c2c1)c3ccc(O)c(F)c3,NEUTRAL,AICOQICFGBXDBO-UHFFFAOYSA-N,,Unspecified,CHEMBL881884,Binding affinity for human Estrogen receptor alpha,B,IC50,13b,=,Homo sapiens,CHEMBL194265,"Bioorg. Med. Chem. Lett., (2005) 15:20:4520",CHEMBL206,9,Estrogen receptor alpha,nM,283.0,active,Oc1ccc2nc(-c3ccc(O)c(F)c3)cc(Br)c2c1,6.54821356448,CHEMBL194265
active,281.267,3.8262,4,2,6.34,,3.04,4.13,3.67,No,C16H11NO4,281.26,0.0,No,,2.0,Oc1ccc(cc1)c2ccc3c(c(O)ccc3c2)[N+](=O)[O-],ACID,MYVOVZDBAWARDP-UHFFFAOYSA-N,,Unspecified,CHEMBL831155,Inhibition of [3H]17-beta-estradiol binding to human estrogen receptor alpha expressed in Escherichia coli,B,IC50,22,=,Homo sapiens,CHEMBL195788,"J. Med. Chem., (2005) 48:12:3953",CHEMBL206,9,Estrogen receptor alpha,nM,709.0,active,O=[N+]([O-])c1c(O)ccc2cc(-c3ccc(O)cc3)ccc12,6.14935376482,CHEMBL195788
active,463.599,5.928,6,2,9.72,9.65,3.73,5.93,5.88,No,C27H29NO4S,463.59,1.0,No,,6.0,C[C@H]1CCCN1CCOc2ccc(cc2)[C@@H]3Oc4ccc(O)cc4S[C@@H]3c5ccc(O)cc5,BASE,WLGDFYOOSGHIPS-RHLLTPQKSA-N,,Unspecified,CHEMBL832667,Inhibition of bindign to recombinant human estrogen receptor alpha,B,IC50,7,=,Homo sapiens,CHEMBL183344,"Bioorg. Med. Chem. Lett., (2005) 15:1:107",CHEMBL206,9,Estrogen receptor alpha,nM,0.8,active,CC1CCCN1CCOc1ccc(C2Oc3ccc(O)cc3SC2c2ccc(O)cc2)cc1,9.09691001301,CHEMBL183344
active,477.626,6.3181,6,2,9.72,9.66,4.05,6.25,6.4,No,C28H31NO4S,477.62,1.0,No,,7.0,CC[C@H](COc1ccc(cc1)[C@@H]2Oc3ccc(O)cc3S[C@@H]2c4ccc(O)cc4)N5CCCC5,BASE,UOZGUWHPVZIRDP-AOLGGSBGSA-N,,Unspecified,CHEMBL832667,Inhibition of bindign to recombinant human estrogen receptor alpha,B,IC50,21,=,Homo sapiens,CHEMBL369545,"Bioorg. Med. Chem. Lett., (2005) 15:1:107",CHEMBL206,9,Estrogen receptor alpha,nM,0.7,active,CCC(COc1ccc(C2Oc3ccc(O)cc3SC2c2ccc(O)cc2)cc1)N1CCCC1,9.15490195999,CHEMBL369545
active,322.114,3.3741,5,3,6.9,,2.29,3.11,3.45,No,C13H8BrNO4,322.11,0.0,No,,1.0,Oc1ccc2c(noc2c1)c3cc(Br)c(O)cc3O,NEUTRAL,LZACPHWPRDKUPK-UHFFFAOYSA-N,,Unspecified,CHEMBL829540,Inhibitory concentration against human ER alpha expressed in Escherichia coli was determined using [3H]17-beta-estradiol as radio ligand,B,IC50,50,=,Homo sapiens,CHEMBL361078,"J. Med. Chem., (2004) 47:21:5021",CHEMBL206,9,Estrogen receptor alpha,nM,30.0,active,Oc1ccc2c(-c3cc(Br)c(O)cc3O)noc2c1,7.52287874528,CHEMBL361078
active,277.279,4.0592,4,2,8.16,,4.07,4.12,3.86,No,C17H11NO3,277.27,0.0,No,,1.0,Oc1ccc2c(noc2c1)c3cccc4cc(O)ccc34,NEUTRAL,WGTLZNFFTOQXMD-UHFFFAOYSA-N,,Unspecified,CHEMBL829540,Inhibitory concentration against human ER alpha expressed in Escherichia coli was determined using [3H]17-beta-estradiol as radio ligand,B,IC50,59,=,Homo sapiens,CHEMBL187393,"J. Med. Chem., (2004) 47:21:5021",CHEMBL206,9,Estrogen receptor alpha,nM,49.0,active,Oc1ccc2c(-c3noc4cc(O)ccc34)cccc2c1,7.30980391997,CHEMBL187393
intermediate,288.475,5.0903,1,1,,,6.52,6.52,5.0,Yes,C20H32O,288.47,0.0,No,ETHYLESTRENOL,1.0,CC[C@]1(O)CC[C@H]2[C@@H]3CCC4=CCCC[C@@H]4[C@H]3CC[C@]12C,NEUTRAL,AOXRBFRFYPMWLR-XGXHKTLJSA-N,"MAXIBOLIN,ETHYLESTRENOL,ETHYLOESTRENOL,ETHYLNANDROL",Unspecified,CHEMBL1909145,DRUGMATRIX: Estrogen ERalpha radioligand binding (ligand: [3H] Estradiol),B,IC50,ETHYLESTRENOL,=,Homo sapiens,CHEMBL1200623,Unspecified,CHEMBL206,9,Estrogen receptor alpha,nM,1121.0,intermediate,CCC1(O)CCC2C3CCC4=CCCCC4C3CCC21C,5.95039438741,CHEMBL1200623
active,261.28,3.78968,3,2,8.47,,4.12,4.16,3.65,No,C17H11NO2,261.27,0.0,No,,1.0,Oc1ccc(cc1)c2ccc3cc(O)cc(C#N)c3c2,NEUTRAL,HUOCEVUZDQCOIE-UHFFFAOYSA-N,,Unspecified,CHEMBL831155,Inhibition of [3H]17-beta-estradiol binding to human estrogen receptor alpha expressed in Escherichia coli,B,IC50,61,=,Homo sapiens,CHEMBL194762,"J. Med. Chem., (2005) 48:12:3953",CHEMBL206,9,Estrogen receptor alpha,nM,84.0,active,N#Cc1cc(O)cc2ccc(-c3ccc(O)cc3)cc12,7.07572071394,CHEMBL194762
active,277.279,4.0592,4,2,8.15,,4.06,4.12,3.86,No,C17H11NO3,277.27,0.0,No,,1.0,Oc1ccc2c(noc2c1)c3cccc4c(O)cccc34,NEUTRAL,UYBIVRLEZVLKDU-UHFFFAOYSA-N,,Unspecified,CHEMBL829540,Inhibitory concentration against human ER alpha expressed in Escherichia coli was determined using [3H]17-beta-estradiol as radio ligand,B,IC50,60,=,Homo sapiens,CHEMBL188051,"J. Med. Chem., (2004) 47:21:5021",CHEMBL206,9,Estrogen receptor alpha,nM,6.0,active,Oc1ccc2c(-c3cccc4c(O)cccc34)noc2c1,8.22184874962,CHEMBL188051
intermediate,227.219,2.906,4,2,8.07,9.1,1.91,2.09,2.8,No,C13H9NO3,227.22,0.0,No,,1.0,Oc1ccc(cc1)c2oc3ccc(O)cc3n2,BASE,DPAMLAKLEWYMGF-UHFFFAOYSA-N,,Unspecified,CHEMBL829540,Inhibitory concentration against human ER alpha expressed in Escherichia coli was determined using [3H]17-beta-estradiol as radio ligand,B,IC50,81,=,Homo sapiens,CHEMBL187392,"J. Med. Chem., (2004) 47:21:5021",CHEMBL206,9,Estrogen receptor alpha,nM,1227.0,intermediate,Oc1ccc(-c2nc3cc(O)ccc3o2)cc1,5.91115543727,CHEMBL187392
intermediate,228.291,3.4237,2,2,10.29,,3.64,3.64,3.78,No,C15H16O2,228.29,0.0,No,BISPHENOL A,2.0,CC(C)(c1ccc(O)cc1)c2ccc(O)cc2,NEUTRAL,IISBACLAFKSPIT-UHFFFAOYSA-N,,Unspecified,CHEMBL1909145,DRUGMATRIX: Estrogen ERalpha radioligand binding (ligand: [3H] Estradiol),B,IC50,BISPHENOL A,=,Homo sapiens,CHEMBL418971,Unspecified,CHEMBL206,9,Estrogen receptor alpha,nM,2271.0,intermediate,CC(C)(c1ccc(O)cc1)c1ccc(O)cc1,5.64378286578,CHEMBL418971
active,489.637,6.4606,6,2,9.72,10.47,3.74,6.52,6.47,No,C29H31NO4S,489.63,1.0,No,,6.0,Oc1ccc(cc1)[C@H]2Sc3cc(O)ccc3O[C@H]2c4ccc(OCCN5C6CCCC5CC6)cc4,BASE,MBLXCRLKWJLKIM-ISGXWMPLSA-N,,Unspecified,CHEMBL831071,Binding potency for human ER alpha,B,IC50,2,=,Homo sapiens,CHEMBL184367,"Bioorg. Med. Chem. Lett., (2004) 14:15:3861",CHEMBL206,9,Estrogen receptor alpha,nM,0.6,active,Oc1ccc(C2Sc3cc(O)ccc3OC2c2ccc(OCCN3C4CCCC3CC4)cc2)cc1,9.22184874962,CHEMBL184367
active,474.582,5.1797,7,2,9.72,6.39,4.55,4.59,5.59,No,C27H26N2O4S,474.57,1.0,No,,6.0,Oc1ccc2c(c1)sc3c4cc(O)ccc4n(Cc5ccc(OCCN6CCOCC6)cc5)c23,NEUTRAL,CHIFIFZCODWRBM-UHFFFAOYSA-N,,Unspecified,CHEMBL829466,Inhibition of [3H]17-beta-estradiol binding to human estrogen receptor alpha,B,IC50,7b,=,Homo sapiens,CHEMBL370282,"Bioorg. Med. Chem. Lett., (2005) 15:11:2891",CHEMBL206,9,Estrogen receptor alpha,nM,10.0,active,Oc1ccc2c(c1)sc1c3cc(O)ccc3n(Cc3ccc(OCCN4CCOCC4)cc3)c21,8.0,CHEMBL370282
active,548.664,6.48132,6,2,8.93,2.02,4.49,4.52,6.95,No,C33H28N2O4S,548.65,2.0,No,,5.0,Cc1ccc(cc1)C(=O)N2CCN(CC2)c3ccc(cc3)C(=O)c4c(sc5cc(O)ccc45)c6ccc(O)cc6,NEUTRAL,NGAQPFXZVYCIOP-UHFFFAOYSA-N,,Unspecified,CHEMBL833547,Inhibition of estrogen receptor alpha,B,IC50,2d,=,Homo sapiens,CHEMBL180702,"Bioorg. Med. Chem. Lett., (2005) 15:5:1505",CHEMBL206,9,Estrogen receptor alpha,nM,2.74,active,Cc1ccc(C(=O)N2CCN(c3ccc(C(=O)c4c(-c5ccc(O)cc5)sc5cc(O)ccc45)cc3)CC2)cc1,8.56224943718,CHEMBL180702
active,319.379,4.6834,2,1,9.91,4.35,4.3,4.3,5.23,No,C21H18FNO,319.37,1.0,No,,2.0,Oc1ccc2C(N(CCc2c1)c3ccccc3)c4ccc(F)cc4,NEUTRAL,AGADFQNWGUDFRP-UHFFFAOYSA-N,,Unspecified,CHEMBL831528,Inhibition of [3H]estradiol binding to human estrogen receptor alpha expressed in HeLa cells,B,IC50,59,=,Homo sapiens,CHEMBL103650,"J. Med. Chem., (2005) 48:2:364",CHEMBL206,9,Estrogen receptor alpha,nM,285.0,active,Oc1ccc2c(c1)CCN(c1ccccc1)C2c1ccc(F)cc1,6.54515513999,CHEMBL103650
active,445.559,5.5934,5,2,10.0,9.59,2.23,4.38,5.66,No,C28H31NO4,445.55,1.0,No,,6.0,C[C@H]1[C@@H]([C@@H](Oc2ccc(O)cc12)c3ccc(OCCN4CCCC4)cc3)c5ccc(O)cc5,BASE,XPVKGTWRXBSJKO-LHXLBICKSA-N,,Unspecified,CHEMBL831077,Inhibition of estrogen receptor alpha,B,IC50,4,=,Homo sapiens,CHEMBL181936,"Bioorg. Med. Chem. Lett., (2005) 15:6:1675",CHEMBL206,9,Estrogen receptor alpha,nM,1.5,active,CC1c2cc(O)ccc2OC(c2ccc(OCCN3CCCC3)cc2)C1c1ccc(O)cc1,8.82390874094,CHEMBL181936
inactive,412.218,5.0437,4,1,10.68,0.9,3.72,3.72,3.87,No,C19H11BrFN3O2,412.21,0.0,No,,3.0,Fc1ccccc1c2oc3ccc(NC(=O)c4cncc(Br)c4)cc3n2,NEUTRAL,BIFACVPLICYREH-UHFFFAOYSA-N,,Active,CHEMBL1614199,PUBCHEM_BIOASSAY: Estrogen Receptor-alpha Coactivator Binding Inhibitors Dose Response Confirmation. (Class of assay: confirmatory) [Related pubchem assays: 629 (Primary screen preceding this dose response confirmation assay.)],B,IC50,SID4261188,=,Homo sapiens,CHEMBL1411687,Unspecified,CHEMBL206,9,Estrogen receptor alpha,nM,15507.52,inactive,O=C(Nc1ccc2oc(-c3ccccc3F)nc2c1)c1cncc(Br)c1,4.80945765005,CHEMBL1411687
inactive,432.527,2.9175,8,2,10.82,,3.21,3.21,3.06,No,C19H20N4O4S2,432.52,0.0,No,,8.0,CCc1cc2C(=O)N(CC=C)C(=Nc2s1)SCC(=O)NC(=O)NCc3occc3,NEUTRAL,PKLHRLXSXUKYMP-UHFFFAOYSA-N,,Active,CHEMBL1614199,PUBCHEM_BIOASSAY: Estrogen Receptor-alpha Coactivator Binding Inhibitors Dose Response Confirmation. (Class of assay: confirmatory) [Related pubchem assays: 629 (Primary screen preceding this dose response confirmation assay.)],B,IC50,SID3712242,=,Homo sapiens,CHEMBL1302802,Unspecified,CHEMBL206,9,Estrogen receptor alpha,nM,10088.75,inactive,C=CCn1c(SCC(=O)NC(=O)NCc2ccco2)nc2sc(CC)cc2c1=O,4.99616263968,CHEMBL1302802
inactive,427.464,3.7466,7,2,11.87,3.05,5.17,5.17,3.34,No,C24H21N5O3,427.46,0.0,No,,6.0,COc1ccc(Cn2c(N)c(C(=O)NCc3occc3)c4nc5ccccc5nc24)cc1,NEUTRAL,MPYWRQURLVGNED-UHFFFAOYSA-N,,Active,CHEMBL1614199,PUBCHEM_BIOASSAY: Estrogen Receptor-alpha Coactivator Binding Inhibitors Dose Response Confirmation. (Class of assay: confirmatory) [Related pubchem assays: 629 (Primary screen preceding this dose response confirmation assay.)],B,IC50,SID3712364,=,Homo sapiens,CHEMBL1521414,Unspecified,CHEMBL206,9,Estrogen receptor alpha,nM,17299.71,inactive,COc1ccc(Cn2c(N)c(C(=O)NCc3ccco3)c3nc4ccccc4nc32)cc1,4.76196117701,CHEMBL1521414
inactive,429.918,3.565,9,1,9.85,,4.94,4.94,3.88,No,C17H12ClN7OS2,429.91,0.0,No,,6.0,Clc1ccc(cc1)c2nc(NC(=O)CSc3nnnn3c4ccccc4)ns2,NEUTRAL,XYCPVZWZTAVBMS-UHFFFAOYSA-N,,Active,CHEMBL1614199,PUBCHEM_BIOASSAY: Estrogen Receptor-alpha Coactivator Binding Inhibitors Dose Response Confirmation. (Class of assay: confirmatory) [Related pubchem assays: 629 (Primary screen preceding this dose response confirmation assay.)],B,IC50,SID4248030,=,Homo sapiens,CHEMBL1491602,Unspecified,CHEMBL206,9,Estrogen receptor alpha,nM,20779.31,inactive,O=C(CSc1nnnn1-c1ccccc1)Nc1nsc(-c2ccc(Cl)cc2)n1,4.68236887777,CHEMBL1491602
inactive,343.415,4.37642,6,0,,2.81,5.32,5.32,3.85,No,C19H13N5S,343.41,0.0,No,,2.0,Cc1cc(c2nn3c(nnc3s2)c4ccccc4)c5ccccc5n1,NEUTRAL,HIVZYJQJXQGHHV-UHFFFAOYSA-N,,Active,CHEMBL1614199,PUBCHEM_BIOASSAY: Estrogen Receptor-alpha Coactivator Binding Inhibitors Dose Response Confirmation. (Class of assay: confirmatory) [Related pubchem assays: 629 (Primary screen preceding this dose response confirmation assay.)],B,IC50,SID4255174,=,Homo sapiens,CHEMBL1341814,Unspecified,CHEMBL206,9,Estrogen receptor alpha,nM,21552.69,inactive,Cc1cc(-c2nn3c(-c4ccccc4)nnc3s2)c2ccccc2n1,4.66649851765,CHEMBL1341814
inactive,459.458,2.4054,7,2,12.03,,2.93,2.93,2.9,No,C25H21N3O6,459.45,0.0,No,,6.0,COc1ccc(CN2C(=O)Nc3cc(ccc3C2=O)C(=O)NCc4ccc5OCOc5c4)cc1,NEUTRAL,NFGXUNCSLCQCGJ-UHFFFAOYSA-N,,Active,CHEMBL1614199,PUBCHEM_BIOASSAY: Estrogen Receptor-alpha Coactivator Binding Inhibitors Dose Response Confirmation. (Class of assay: confirmatory) [Related pubchem assays: 629 (Primary screen preceding this dose response confirmation assay.)],B,IC50,SID4247626,=,Homo sapiens,CHEMBL1322601,Unspecified,CHEMBL206,9,Estrogen receptor alpha,nM,18879.08,inactive,COc1ccc(Cn2c(=O)[nH]c3cc(C(=O)NCc4ccc5c(c4)OCO5)ccc3c2=O)cc1,4.72401917321,CHEMBL1322601
inactive,366.445,3.6741,9,0,,,2.54,2.54,3.23,No,C14H10N2O4S3,366.44,0.0,No,,8.0,O=C(CSc1nnc(SCC(=O)c2occc2)s1)c3occc3,NEUTRAL,CRLJESMQYIUYIE-UHFFFAOYSA-N,,Active,CHEMBL1614199,PUBCHEM_BIOASSAY: Estrogen Receptor-alpha Coactivator Binding Inhibitors Dose Response Confirmation. (Class of assay: confirmatory) [Related pubchem assays: 629 (Primary screen preceding this dose response confirmation assay.)],B,IC50,SID3714091,=,Homo sapiens,CHEMBL1604803,Unspecified,CHEMBL206,9,Estrogen receptor alpha,nM,21230.64,inactive,O=C(CSc1nnc(SCC(=O)c2ccco2)s1)c1ccco1,4.67303691378,CHEMBL1604803
inactive,318.126,3.9555,3,1,0.74,3.59,1.44,4.58,3.74,No,C14H8BrNO3,318.12,0.0,No,,2.0,OC(=O)c1cc(nc2ccc(Br)cc12)c3occc3,ACID,LZLBRWWWEBHEDO-UHFFFAOYSA-N,,Not Active,CHEMBL1614199,PUBCHEM_BIOASSAY: Estrogen Receptor-alpha Coactivator Binding Inhibitors Dose Response Confirmation. (Class of assay: confirmatory) [Related pubchem assays: 629 (Primary screen preceding this dose response confirmation assay.)],B,IC50,SID4251580,=,Homo sapiens,CHEMBL1393131,Unspecified,CHEMBL206,9,Estrogen receptor alpha,nM,47639.82,inactive,O=C(O)c1cc(-c2ccco2)nc2ccc(Br)cc12,4.3220298881,CHEMBL1393131
